ID Usuario,Edad,Genero,Fecha,Localidad,Plataforma,Dispositivo,Sistema Operativo,Conexion Exitosa
5120005,58,M,2024-12-21,"Rosario, Santa Fe",Paramount+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
1841202,51,M,2024-06-26,"Córdoba, Córdoba",Netflix,"Smart TV 55"" UHD 4K",Tizen 3.0,1
2920399,19,M,2024-03-17,"Paraná, Entre Ríos",Paramount+,"Smart TV 65"" OLED 4K",Tizen 3.0,1
6659805,57,M,2024-01-16,"Trelew, Chubut",Paramount+,"Smart TV 55"" HD LED",Tizen 2.2.1,1
8815115,27,M,2024-04-20,"Rosario, Santa Fe",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
8646483,32,F,2024-01-05,"Mendoza, Mendoza",Netflix,"Smart TV 55"" HD LED",Tizen 4.0,1
7350684,23,F,2024-04-30,"San Juan, San Juan",HBO Max,"Smart TV 55"" HD LED",Tizen 3.0,0
7948706,55,M,2024-01-30,"La Plata, Buenos Aires",Paramount+,"Smart TV 55"" HD LED",Tizen 3.0,1
2820277,21,M,2024-04-17,"La Plata, Buenos Aires",HBO Max,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,1
2877627,42,M,2024-07-23,"Rosario, Santa Fe",HBO Max,"Smart TV 55"" HD LED",Tizen 2.3.2,1
8741621,40,F,2024-12-06,"Mendoza, Mendoza",Amazon Prime,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,1
6897699,30,M,2024-12-05,"Neuquén, Neuquén",Paramount+,"Smart TV 55"" HD LED",Tizen 3.0,1
5278116,56,F,2024-05-08,"Trelew, Chubut",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 2.2.1,1
7809464,18,F,2024-12-22,"Salta, Salta",Disney+,"Smart TV 55"" HD LED",Tizen 4.0,0
4385237,58,F,2024-11-12,"Córdoba, Córdoba",Disney+,"Smart TV 65"" OLED 4K",Tizen 3.0,1
7948706,18,F,2024-09-01,"La Plata, Buenos Aires",Netflix,"Smart TV 55"" HD LED",Tizen 3.0,0
2075806,35,M,2024-07-07,"Trelew, Chubut",Disney+,"Smart TV 55"" HD LED",Tizen 2.2.1,0
7309460,57,M,2024-03-16,"Rosario, Santa Fe",Amazon Prime,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,0
5283648,18,F,2024-11-21,"Trelew, Chubut",Disney+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
3044061,43,F,2024-03-05,"Trelew, Chubut",HBO Max,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
8363148,55,F,2024-07-27,"Rosario, Santa Fe",Paramount+,"Smart TV 65"" OLED 4K",Tizen 3.0,0
1022608,46,F,2024-07-11,"Paraná, Entre Ríos",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
2287130,56,F,2024-08-12,"Salta, Salta",Paramount+,"Smart TV 65"" OLED 4K",Tizen 3.0,0
2745231,49,F,2024-04-04,"Mendoza, Mendoza",Amazon Prime,"Smart TV 55"" HD LED",Tizen 3.0,1
5038749,31,F,2024-01-22,"Paraná, Entre Ríos",Disney+,"Smart TV 55"" HD LED",Tizen 2.2.1,1
3814313,57,F,2024-09-02,"La Plata, Buenos Aires",Netflix,"Smart TV 55"" HD LED",Tizen 3.0,1
8692738,46,F,2024-07-10,"Salta, Salta",Disney+,"Smart TV 55"" UHD 4K",Tizen 3.0,1
8247202,33,M,2024-05-31,"Neuquén, Neuquén",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
8428618,21,F,2024-03-31,"Salta, Salta",Disney+,"Smart TV 55"" HD LED",Tizen 2.2.1,1
8786308,44,M,2024-02-09,"San Juan, San Juan",HBO Max,"Smart TV 65"" OLED 4K",Tizen 3.0,1
1740044,30,M,2024-02-24,"Rosario, Santa Fe",HBO Max,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,0
5505522,48,M,2024-03-12,"Córdoba, Córdoba",Paramount+,"Smart TV 55"" HD LED",Tizen 2.2.1,1
5830567,60,F,2024-06-28,"San Juan, San Juan",Amazon Prime,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
7229437,28,F,2024-03-30,"Córdoba, Córdoba",HBO Max,"Smart TV 55"" HD LED",Tizen 2.2.1,1
8329702,32,F,2024-11-17,"Salta, Salta",Netflix,"Smart TV 65"" OLED 4K",Tizen 2.3.2,0
2954709,61,F,2024-04-30,"Rosario, Santa Fe",Disney+,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
6740667,24,F,2024-03-15,"Mendoza, Mendoza",Netflix,"Smart TV 75"" Neo QLED 4K",Tizen 2.2.1,1
3369342,40,F,2024-04-01,"Salta, Salta",Amazon Prime,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,1
9371790,34,M,2024-08-29,"Córdoba, Córdoba",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
6428620,29,M,2024-11-27,"La Plata, Buenos Aires",Disney+,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,1
5585966,63,F,2024-06-09,"Neuquén, Neuquén",Netflix,"Smart TV 55"" HD LED",Tizen 3.0,0
7309460,45,F,2024-05-04,"Rosario, Santa Fe",Netflix,"Smart TV 55"" UHD 4K",Tizen 4.0,0
7632662,58,F,2024-02-15,"La Plata, Buenos Aires",Amazon Prime,"Smart TV 55"" HD LED",Tizen 3.0,0
8428618,19,M,2024-04-26,"Salta, Salta",Paramount+,"Smart TV 55"" UHD 4K",Tizen 4.0,1
9078371,38,F,2024-06-30,"San Juan, San Juan",HBO Max,"Smart TV 55"" HD LED",Tizen 3.0,1
9216533,48,F,2024-09-05,"Trelew, Chubut",Paramount+,"Smart TV 65"" OLED 4K",Tizen 3.0,1
1862791,25,F,2024-08-21,"Neuquén, Neuquén",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,1
5501355,26,F,2024-10-03,"Rosario, Santa Fe",Netflix,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
5664283,65,M,2024-03-11,"Paraná, Entre Ríos",Amazon Prime,"Smart TV 55"" HD LED",Tizen 2.3.2,1
5501355,63,M,2024-10-30,"Rosario, Santa Fe",Disney+,"Smart TV 65"" OLED 4K",Tizen 2.2.1,1
4385237,28,F,2024-10-23,"Córdoba, Córdoba",Paramount+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
5830567,62,F,2024-12-29,"San Juan, San Juan",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.2.1,1
2560750,45,F,2024-04-15,"San Juan, San Juan",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 2.3.2,0
3981656,36,F,2024-03-22,"San Miguel de Tucumán, Tucumán",Amazon Prime,"Smart TV 55"" HD LED",Tizen 2.2.1,1
3399336,37,F,2024-06-24,"La Plata, Buenos Aires",Amazon Prime,"Smart TV 55"" HD LED",Tizen 4.0,0
6174039,34,F,2024-07-08,"Paraná, Entre Ríos",Netflix,"Smart TV 55"" UHD 4K",Tizen 2.2.1,1
7795963,48,M,2024-01-09,"Mendoza, Mendoza",Disney+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
3369342,38,F,2024-05-09,"Salta, Salta",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,0
5283648,28,F,2024-03-30,"Trelew, Chubut",HBO Max,"Smart TV 55"" UHD 4K",Tizen 3.0,0
5585966,39,M,2024-05-21,"Neuquén, Neuquén",Disney+,"Smart TV 55"" HD LED",Tizen 3.0,1
4503104,28,F,2024-04-30,"Neuquén, Neuquén",Netflix,"Smart TV 55"" HD LED",Tizen 2.2.1,1
6626001,26,F,2024-08-29,"Paraná, Entre Ríos",Paramount+,"Smart TV 55"" HD LED",Tizen 3.0,1
9035799,41,F,2024-03-10,"Córdoba, Córdoba",Disney+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
3151183,26,F,2024-04-08,"La Plata, Buenos Aires",Disney+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
4937636,58,F,2024-09-12,"Rosario, Santa Fe",Amazon Prime,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,1
6658281,52,F,2024-12-29,"Paraná, Entre Ríos",Paramount+,"Smart TV 65"" OLED 4K",Tizen 4.0,1
9897389,24,F,2024-04-05,"Rosario, Santa Fe",Disney+,"Smart TV 65"" OLED 4K",Tizen 3.0,1
2560750,64,M,2024-12-20,"San Juan, San Juan",Netflix,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,0
5968563,65,F,2024-02-02,"Paraná, Entre Ríos",Paramount+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
8634910,60,F,2024-05-26,"Salta, Salta",HBO Max,"Smart TV 55"" UHD 4K",Tizen 3.0,1
3427195,35,F,2024-04-27,"La Plata, Buenos Aires",HBO Max,"Smart TV 75"" Neo QLED 4K",Tizen 2.2.1,1
3611641,27,M,2024-11-11,"Mendoza, Mendoza",Amazon Prime,"Smart TV 55"" HD LED",Tizen 4.0,1
4938846,47,M,2024-01-05,"La Plata, Buenos Aires",HBO Max,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
7468317,19,F,2024-11-13,"Mendoza, Mendoza",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.2.1,1
1206549,46,M,2024-11-20,"La Plata, Buenos Aires",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 4.0,1
1105341,58,M,2024-07-29,"Trelew, Chubut",Disney+,"Smart TV 55"" HD LED",Tizen 4.0,1
9897389,21,F,2024-12-06,"Rosario, Santa Fe",Disney+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
1596226,48,M,2024-12-22,"Córdoba, Córdoba",Amazon Prime,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
2877627,59,F,2024-03-11,"Rosario, Santa Fe",Disney+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
3427195,52,M,2024-03-07,"La Plata, Buenos Aires",Netflix,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
1206549,58,F,2024-07-09,"La Plata, Buenos Aires",Netflix,"Smart TV 55"" UHD 4K",Tizen 2.2.1,1
8690180,60,M,2024-05-18,"Paraná, Entre Ríos",HBO Max,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
9371790,42,F,2024-01-26,"Córdoba, Córdoba",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,0
1057592,31,M,2024-10-17,"Paraná, Entre Ríos",Amazon Prime,"Smart TV 55"" HD LED",Tizen 2.3.2,0
9993562,31,M,2024-02-12,"Mendoza, Mendoza",HBO Max,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
4896682,57,F,2024-12-08,"La Plata, Buenos Aires",Paramount+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
1452496,64,M,2024-09-29,"Mendoza, Mendoza",Paramount+,"Smart TV 55"" UHD 4K",Tizen 3.0,1
2287130,38,F,2024-01-22,"Salta, Salta",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 2.2.1,1
9566956,19,F,2024-06-10,"San Miguel de Tucumán, Tucumán",Amazon Prime,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
7740370,50,F,2024-07-05,"San Juan, San Juan",Netflix,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
2840028,51,F,2024-12-05,"Salta, Salta",Amazon Prime,"Smart TV 65"" OLED 4K",Tizen 4.0,0
6626001,20,F,2024-02-05,"Paraná, Entre Ríos",Netflix,"Smart TV 65"" OLED 4K",Tizen 4.0,1
6740667,22,M,2024-04-23,"Mendoza, Mendoza",Disney+,"Smart TV 65"" OLED 4K",Tizen 3.0,1
9078371,45,F,2024-07-20,"San Juan, San Juan",Disney+,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
6936883,26,M,2024-03-02,"San Juan, San Juan",Paramount+,"Smart TV 55"" UHD 4K",Tizen 3.0,1
2488575,20,F,2024-07-17,"San Miguel de Tucumán, Tucumán",HBO Max,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
6292124,58,F,2024-05-20,"La Plata, Buenos Aires",Netflix,"Smart TV 55"" UHD 4K",Tizen 2.3.2,0
5236660,40,M,2024-07-28,"San Miguel de Tucumán, Tucumán",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 4.0,0
6626001,51,M,2024-09-09,"Paraná, Entre Ríos",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 2.2.1,1
8690180,35,F,2024-11-30,"Paraná, Entre Ríos",Netflix,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
9078371,18,M,2024-10-09,"San Juan, San Juan",HBO Max,"Smart TV 65"" OLED 4K",Tizen 4.0,1
5594700,35,M,2024-01-26,"San Miguel de Tucumán, Tucumán",HBO Max,"Smart TV 55"" UHD 4K",Tizen 2.3.2,0
3514154,31,M,2024-09-01,"San Miguel de Tucumán, Tucumán",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
3611641,55,F,2024-05-31,"Mendoza, Mendoza",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
9170310,57,M,2024-03-14,"Córdoba, Córdoba",Netflix,"Smart TV 65"" OLED 4K",Tizen 3.0,0
4629907,42,M,2024-11-19,"Salta, Salta",Netflix,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
1271461,46,M,2024-11-16,"Rosario, Santa Fe",Amazon Prime,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
8361253,18,M,2024-03-16,"Trelew, Chubut",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,1
2746451,38,F,2024-11-09,"La Plata, Buenos Aires",HBO Max,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
6210556,33,M,2024-02-19,"San Juan, San Juan",Paramount+,"Smart TV 55"" HD LED",Tizen 2.2.1,0
5923969,42,M,2024-02-21,"Neuquén, Neuquén",Netflix,"Smart TV 65"" OLED 4K",Tizen 2.2.1,1
1792088,30,M,2024-02-14,"Rosario, Santa Fe",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 3.0,1
2432737,55,F,2024-05-17,"Córdoba, Córdoba",Amazon Prime,"Smart TV 55"" HD LED",Tizen 4.0,1
9170310,47,M,2024-01-09,"Córdoba, Córdoba",Netflix,"Smart TV 55"" HD LED",Tizen 3.0,0
6730601,24,M,2024-02-29,"Trelew, Chubut",Disney+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
3151183,45,F,2024-11-21,"La Plata, Buenos Aires",Netflix,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
4530206,40,F,2024-11-17,"San Miguel de Tucumán, Tucumán",HBO Max,"Smart TV 65"" OLED 4K",Tizen 4.0,0
4003265,41,M,2024-10-27,"Mendoza, Mendoza",Netflix,"Smart TV 55"" UHD 4K",Tizen 4.0,1
6441684,25,M,2024-12-10,"La Plata, Buenos Aires",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 3.0,0
7111765,33,M,2024-10-08,"Rosario, Santa Fe",Paramount+,"Smart TV 55"" HD LED",Tizen 2.2.1,1
8028279,25,F,2024-11-23,"San Juan, San Juan",Paramount+,"Smart TV 55"" HD LED",Tizen 2.2.1,1
1862791,29,M,2024-08-31,"Neuquén, Neuquén",Disney+,"Smart TV 55"" HD LED",Tizen 3.0,1
4530206,25,M,2024-12-05,"San Miguel de Tucumán, Tucumán",Disney+,"Smart TV 75"" Neo QLED 4K",Tizen 2.2.1,1
6292124,55,F,2024-02-25,"La Plata, Buenos Aires",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
7429925,29,M,2024-02-01,"Córdoba, Córdoba",Paramount+,"Smart TV 65"" OLED 4K",Tizen 3.0,1
2227313,51,M,2024-10-16,"San Juan, San Juan",Disney+,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
6011125,63,F,2024-08-01,"La Plata, Buenos Aires",Amazon Prime,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
2954709,21,M,2024-03-18,"Rosario, Santa Fe",Netflix,"Smart TV 55"" UHD 4K",Tizen 3.0,1
8692738,52,M,2024-04-19,"Salta, Salta",Amazon Prime,"Smart TV 55"" HD LED",Tizen 2.2.1,0
1587518,64,F,2024-02-18,"San Juan, San Juan",Amazon Prime,"Smart TV 55"" HD LED",Tizen 3.0,0
7948706,45,M,2024-05-20,"La Plata, Buenos Aires",Netflix,"Smart TV 55"" HD LED",Tizen 3.0,0
4463449,33,F,2024-12-26,"La Plata, Buenos Aires",Paramount+,"Smart TV 65"" OLED 4K",Tizen 2.2.1,1
4256983,35,F,2024-07-12,"Córdoba, Córdoba",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 3.0,1
4232063,26,F,2024-03-05,"La Plata, Buenos Aires",Disney+,"Smart TV 65"" OLED 4K",Tizen 2.2.1,1
3103093,30,F,2024-09-17,"Salta, Salta",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
3401625,40,M,2024-11-28,"La Plata, Buenos Aires",Paramount+,"Smart TV 65"" OLED 4K",Tizen 4.0,1
8124472,35,F,2024-07-30,"Neuquén, Neuquén",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 2.2.1,1
3399336,40,F,2024-12-20,"La Plata, Buenos Aires",Disney+,"Smart TV 75"" Neo QLED 4K",Tizen 2.2.1,0
7350684,64,F,2024-04-29,"San Juan, San Juan",Paramount+,"Smart TV 65"" OLED 4K",Tizen 4.0,0
6659805,22,F,2024-11-05,"Trelew, Chubut",Netflix,"Smart TV 55"" HD LED",Tizen 3.0,1
4503104,37,F,2024-07-13,"Neuquén, Neuquén",Netflix,"Smart TV 55"" HD LED",Tizen 2.2.1,1
4854914,43,F,2024-01-13,"Salta, Salta",Netflix,"Smart TV 55"" HD LED",Tizen 2.2.1,1
5421239,42,F,2024-11-15,"Trelew, Chubut",Netflix,"Smart TV 65"" OLED 4K",Tizen 4.0,1
3218729,52,M,2024-11-28,"Mendoza, Mendoza",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
2866505,63,F,2024-12-02,"Trelew, Chubut",HBO Max,"Smart TV 55"" HD LED",Tizen 2.2.1,1
5923969,45,F,2024-11-05,"Neuquén, Neuquén",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
3798216,39,M,2024-01-27,"Salta, Salta",Disney+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,0
3679216,50,M,2024-06-01,"Rosario, Santa Fe",HBO Max,"Smart TV 65"" OLED 4K",Tizen 3.0,1
2171573,50,F,2024-08-20,"Neuquén, Neuquén",Netflix,"Smart TV 65"" OLED 4K",Tizen 2.2.1,1
1470814,59,F,2024-12-04,"San Miguel de Tucumán, Tucumán",HBO Max,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
9262898,22,M,2024-03-09,"Trelew, Chubut",Amazon Prime,"Smart TV 55"" HD LED",Tizen 4.0,0
6994226,18,F,2024-11-05,"La Plata, Buenos Aires",Paramount+,"Smart TV 55"" HD LED",Tizen 4.0,0
6104099,58,F,2024-02-29,"San Juan, San Juan",Netflix,"Smart TV 55"" HD LED",Tizen 2.3.2,1
1309634,59,M,2024-06-14,"Salta, Salta",Amazon Prime,"Smart TV 65"" OLED 4K",Tizen 4.0,1
4003265,58,M,2024-12-04,"Mendoza, Mendoza",Paramount+,"Smart TV 55"" HD LED",Tizen 2.3.2,1
9537197,28,M,2024-12-18,"Trelew, Chubut",Paramount+,"Smart TV 65"" OLED 4K",Tizen 3.0,1
1057592,60,M,2024-03-04,"Paraná, Entre Ríos",Paramount+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
8897801,23,M,2024-07-25,"Trelew, Chubut",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
9988300,26,M,2024-12-13,"Rosario, Santa Fe",Disney+,"Smart TV 55"" HD LED",Tizen 3.0,1
9275795,25,F,2024-09-15,"Neuquén, Neuquén",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 3.0,1
8247202,27,F,2024-04-06,"Neuquén, Neuquén",HBO Max,"Smart TV 55"" UHD 4K",Tizen 2.2.1,1
8329702,22,F,2024-07-27,"Salta, Salta",Netflix,"Smart TV 55"" UHD 4K",Tizen 4.0,1
7412617,64,M,2024-08-05,"Salta, Salta",Netflix,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,1
7795963,52,M,2024-07-21,"Mendoza, Mendoza",HBO Max,"Smart TV 75"" Neo QLED 4K",Tizen 2.2.1,1
8741621,44,F,2024-03-19,"Mendoza, Mendoza",Paramount+,"Smart TV 65"" OLED 4K",Tizen 3.0,1
5664283,24,F,2024-05-05,"Paraná, Entre Ríos",Disney+,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
8815115,48,M,2024-01-29,"Rosario, Santa Fe",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
8690180,33,F,2024-10-09,"Paraná, Entre Ríos",Amazon Prime,"Smart TV 65"" OLED 4K",Tizen 2.2.1,0
3399336,49,M,2024-05-01,"La Plata, Buenos Aires",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,1
3491320,18,F,2024-07-07,"Córdoba, Córdoba",Paramount+,"Smart TV 65"" OLED 4K",Tizen 2.2.1,0
5045194,38,F,2024-01-02,"San Miguel de Tucumán, Tucumán",Netflix,"Smart TV 55"" HD LED",Tizen 3.0,1
1351283,48,M,2024-12-28,"Mendoza, Mendoza",Paramount+,"Smart TV 55"" UHD 4K",Tizen 4.0,1
4389728,23,M,2024-02-10,"Córdoba, Córdoba",Disney+,"Smart TV 55"" HD LED",Tizen 4.0,0
8748630,22,F,2024-10-12,"Mendoza, Mendoza",Amazon Prime,"Smart TV 65"" OLED 4K",Tizen 4.0,0
5609200,23,M,2024-04-10,"Rosario, Santa Fe",Paramount+,"Smart TV 65"" OLED 4K",Tizen 2.2.1,1
1351283,33,M,2024-05-28,"Mendoza, Mendoza",Disney+,"Smart TV 75"" Neo QLED 4K",Tizen 2.2.1,1
4896682,27,F,2024-08-29,"La Plata, Buenos Aires",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 2.2.1,1
4147101,49,F,2024-02-28,"Trelew, Chubut",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
5038749,20,M,2024-11-27,"Paraná, Entre Ríos",Amazon Prime,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,1
3183171,39,F,2024-11-28,"Neuquén, Neuquén",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 2.2.1,1
3631212,50,M,2024-03-02,"Mendoza, Mendoza",Disney+,"Smart TV 75"" Neo QLED 4K",Tizen 3.0,1
1176459,45,M,2024-01-20,"Paraná, Entre Ríos",Netflix,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
6135101,53,F,2024-12-10,"Córdoba, Córdoba",HBO Max,"Smart TV 65"" OLED 4K",Tizen 4.0,1
7809464,21,F,2024-11-10,"Salta, Salta",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.2.1,1
2560750,45,F,2024-12-20,"San Juan, San Juan",Disney+,"Smart TV 55"" HD LED",Tizen 2.3.2,0
7350684,22,F,2024-06-01,"San Juan, San Juan",Netflix,"Smart TV 55"" UHD 4K",Tizen 4.0,0
8897801,61,F,2024-04-06,"Trelew, Chubut",Amazon Prime,"Smart TV 65"" OLED 4K",Tizen 2.2.1,1
5594700,29,F,2024-05-27,"San Miguel de Tucumán, Tucumán",Amazon Prime,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,0
3218729,28,M,2024-03-01,"Mendoza, Mendoza",Paramount+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
5735746,20,F,2024-12-09,"Paraná, Entre Ríos",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,0
3514154,41,F,2024-07-08,"San Miguel de Tucumán, Tucumán",Paramount+,"Smart TV 55"" HD LED",Tizen 2.3.2,0
7371763,57,M,2024-11-13,"Paraná, Entre Ríos",HBO Max,"Smart TV 55"" HD LED",Tizen 2.3.2,1
7111765,18,F,2024-06-07,"Rosario, Santa Fe",Disney+,"Smart TV 65"" OLED 4K",Tizen 2.2.1,1
2432737,23,F,2024-09-15,"Córdoba, Córdoba",Disney+,"Smart TV 55"" UHD 4K",Tizen 4.0,1
4985885,30,F,2024-11-16,"Trelew, Chubut",Paramount+,"Smart TV 55"" UHD 4K",Tizen 4.0,1
7187876,37,M,2024-05-28,"Mendoza, Mendoza",Paramount+,"Smart TV 65"" OLED 4K",Tizen 2.2.1,0
1163202,28,M,2024-12-21,"San Miguel de Tucumán, Tucumán",Netflix,"Smart TV 55"" UHD 4K",Tizen 4.0,1
9897389,28,M,2024-10-01,"Rosario, Santa Fe",Amazon Prime,"Smart TV 55"" HD LED",Tizen 3.0,1
3320510,60,F,2024-07-13,"San Miguel de Tucumán, Tucumán",Netflix,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,0
2438964,22,F,2024-11-13,"Mendoza, Mendoza",Netflix,"Smart TV 55"" HD LED",Tizen 4.0,0
2432737,25,F,2024-07-14,"Córdoba, Córdoba",Netflix,"Smart TV 65"" OLED 4K",Tizen 3.0,1
2920399,65,M,2024-12-27,"Paraná, Entre Ríos",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
2789743,30,F,2024-04-30,"Córdoba, Córdoba",HBO Max,"Smart TV 55"" HD LED",Tizen 3.0,1
4385237,62,M,2024-11-17,"Córdoba, Córdoba",HBO Max,"Smart TV 65"" OLED 4K",Tizen 2.2.1,1
9040195,46,F,2024-06-22,"San Juan, San Juan",Netflix,"Smart TV 55"" HD LED",Tizen 2.2.1,1
8028279,52,M,2024-04-22,"San Juan, San Juan",Amazon Prime,"Smart TV 55"" HD LED",Tizen 4.0,1
2745231,60,M,2024-06-03,"Mendoza, Mendoza",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 2.3.2,1
3399336,30,M,2024-10-27,"La Plata, Buenos Aires",Disney+,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
4385237,53,M,2024-04-29,"Córdoba, Córdoba",Paramount+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
4147101,23,M,2024-06-02,"Trelew, Chubut",Netflix,"Smart TV 65"" OLED 4K",Tizen 2.2.1,1
5099895,53,F,2024-06-17,"Trelew, Chubut",Netflix,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
5735746,32,F,2024-01-14,"Paraná, Entre Ríos",Amazon Prime,"Smart TV 55"" HD LED",Tizen 2.3.2,1
4256983,33,F,2024-03-30,"Córdoba, Córdoba",Paramount+,"Smart TV 55"" UHD 4K",Tizen 3.0,1
2920399,29,F,2024-11-07,"Paraná, Entre Ríos",Paramount+,"Smart TV 75"" Neo QLED 4K",Tizen 4.0,1
5259498,18,M,2024-12-29,"Neuquén, Neuquén",Paramount+,"Smart TV 55"" HD LED",Tizen 4.0,0
7468317,63,M,2024-01-17,"Mendoza, Mendoza",HBO Max,"Smart TV 55"" UHD 4K",Tizen 4.0,1
3151183,51,F,2024-05-16,"La Plata, Buenos Aires",Netflix,"Smart TV 55"" UHD 4K",Tizen 3.0,1
9566956,54,M,2024-11-18,"San Miguel de Tucumán, Tucumán",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
5707831,30,M,2024-12-22,"San Juan, San Juan",HBO Max,"Smart TV 55"" HD LED",Tizen 3.0,1
2323545,37,F,2024-08-29,"Rosario, Santa Fe",Disney+,"Smart TV 65"" OLED 4K",Tizen 3.0,1
8646483,61,F,2024-10-12,"Mendoza, Mendoza",Amazon Prime,"Smart TV 65"" OLED 4K",Tizen 2.3.2,1
